"name","brand","ean","price","grammage","category","sale","image"
"REWE Beste Wahl Peperoni feurig-scharf 165g","REWE Beste Wahl","4337256046817","1.49","165g (1 kg = 9,03 €)","Grillsaison","False","https://img.rewe-static.de/0117199/25987764_digital-image.png"
"Teekanne frio Pfirsich-Maracuja 45g, 18 Beutel","Teekanne","4009300012078","2.89","45g (1 kg = 64,22 €)","Grillsaison","False","https://img.rewe-static.de/2296281/23813387_digital-image.png"
"REWE Feine Welt Rumpsteak von der Färse","REWE Feine Welt","2725810000009","9.98","1 Stück ca. 200 g (1 kg = 49,90 €)","Grillsaison","False","https://img.rewe-static.de/8728379/37096972_digital-image.png"
"Rügenwalder Mühle Feinkostsalat Typ Geflügel vegan 150g","Rügenwalder Mühle","4000405001790","1.99","150g (1 kg = 13,27 €)","Grillsaison","False","https://img.rewe-static.de/8985616/40611845_digital-image.png"
"Hellmann's Cheese Style Sauce 250ml","Hellmann's","8720182301734","1.99","250ml (1 l = 7,96 €)","Grillsaison","False","https://img.rewe-static.de/7816795/35690329_digital-image.png"
"Butcher's Barbecue Schweine Grillfackeln Smoked Paprika 5 Stück 450g","Butchers","4337256917414","6.99","450g (1 kg = 15,53 €)","Grillsaison","False","https://img.rewe-static.de/9934087/48471335_digital-image.png"
"REWE Bio Rinder Rumpsteak ca. 240g","REWE Bio","2196880000006","13.9","1 Stück ca. 240 g (1 kg = 57,90 €)","Grillsaison","False","https://img.rewe-static.de/1287126/20582530_digital-image.png"
"Omami Kichererbsen Sweet Chili Tofu 200g","Omami","4262451180069","2.99","200g (1 kg = 14,95 €)","Grillsaison","False","https://img.rewe-static.de/9083319/43254524_digital-image.png"
"Mälzer & Fu Bienenstich Eiscreme 500ml","MÄLZER&FU","4260158882088","5.99","500ml (1 l = 11,98 €)","Grillsaison","False","https://img.rewe-static.de/8173316/48849424_digital-image.png"
"Beck's Blue alkoholfrei 6x0,33l","Beck's","4100130900327","4.99","6x0,33l (1 l = 2,52 €)","Grillsaison","False","https://img.rewe-static.de/7504870/3274320_digital-image.png"
"Desperados Original 4x0,33l","Desperados","4002631040505","6.59","4x0,33l (1 l = 4,99 €)","Grillsaison","False","https://img.rewe-static.de/4892976/2995400_digital-image.png"
"UNSER LAND Bio Karotten 1kg","Unser Land","4022621411030","2.49","1kg","Grillsaison","False","https://img.rewe-static.de/0890317/31865384_digital-image.png"
"Teekanne frio Classic Eistee Pfirsich 45g, 18 Beutel","Teekanne","4009300017608","2.89","45g (1 kg = 64,22 €)","Grillsaison","False","https://img.rewe-static.de/8008820/30977754_digital-image.png"
"Greco Original Grill- und Pfannenkäse Kräuter 150g","Greco","4005096008561","2.69","150g (1 kg = 17,93 €)","Grillsaison","False","https://img.rewe-static.de/9859669/49005532_digital-image.png"
"Butcher's Barbecue Hähnchen Minuten-Schnitzel Johurt Knoblauch 4 Stück","Butchers","2752350000008","5.16","1 Stück ca. 400 g (1 kg = 12,90 €)","Grillsaison","True","https://img.rewe-static.de/8162943/49063406_digital-image.png"
"Vivess Papiertrinkhalme 40 Stück","Vivess","4388860273991","1.99","40 Stück","Grillsaison","False","https://img.rewe-static.de/8112555/28952668_digital-image.png"
"Knorr Curry Sauce 250ml","Knorr","4013300031298","1.69","250ml (1 l = 6,76 €)","Grillsaison","False","https://img.rewe-static.de/4584252/10796980_digital-image.png"
"REWE Beste Wahl Pikante Guacamole vegan 200g","REWE Beste Wahl","4337256771702","2.39","200g (1 kg = 11,95 €)","Grillsaison","False","https://img.rewe-static.de/7632475/42761678_digital-image.png"
"Lillet Berry Ready to Drink 3x0,2l","Lillet","3163932468526","8.99","3x0,20l (1 l = 14,98 €)","Grillsaison","False","https://img.rewe-static.de/8909149/38631191_digital-image.png"
"Krombacher Radler 6x0,33l","Krombacher","4008287072365","3.69","6x0,33l (1 l = 1,86 €)","Grillsaison","True","https://img.rewe-static.de/4299663/6620790_digital-image.png"
"Like Beef Strips 180g","NA","4260380665930","3.29","180g (1 kg = 18,28 €)","Grillsaison","False","https://img.rewe-static.de/7591805/43424674_digital-image.png"
"Milram Frühlingsquark 379g","Milram","40466033","2.99","379g (1 kg = 7,89 €)","Grillsaison","False","https://img.rewe-static.de/8012751/31001133_digital-image.png"
"REWE Bio Hähnchen Brustfilet Joghurt Knoblauch 320g","REWE Bio","2793410000002","9.57","1 Stück ca. 320 g (1 kg = 29,90 €)","Grillsaison","False","https://img.rewe-static.de/7033383/27833634_digital-image.png"
"Light Live Sparkling Rosé alkoholfrei 0,75l","Light Live","4001744049054","3.79","0,75l (1 l = 5,05 €)","Grillsaison","False","https://img.rewe-static.de/0024889/6699340_digital-image.png"
"Like Thai Chicken vegan 180g","NA","4260380666227","3.29","180g (1 kg = 18,28 €)","Grillsaison","False","https://img.rewe-static.de/8170635/47688699_digital-image.png"
"Gazi Ziegenkäse 150g","Gazi","4002566114029","2.89","150g (1 kg = 19,27 €)","Grillsaison","False","https://img.rewe-static.de/7713313/37883493_digital-image.png"
"Robby Bubble Jungle Party alkoholfrei 0,75l","Robby Bubble","4001681980588","2.49","0,75l (1 l = 3,32 €)","Grillsaison","True","https://img.rewe-static.de/8174958/28346352_digital-image.png"
"Böklunder Rostbratwürstchen exra zart 400g","Böklunder","4000404007113","3.49","400g (1 kg = 8,73 €)","Grillsaison","False","https://img.rewe-static.de/3924114/3638950_digital-image.png"
"Knorr Salatkrönung Croutinos mit Paprika & Pinienkernen 25g","Knorr","4038700119728","1.29","25g (1 kg = 51,60 €)","Grillsaison","False","https://img.rewe-static.de/0589829/2314650_digital-image.png"
"Schär Focaccia con Rosmarino glutenfrei 200g","Schär","8008698004678","3.49","200g (1 kg = 17,45 €)","Grillsaison","False","https://img.rewe-static.de/1293999/24095214_digital-image.png"
"Black Angus Rinder-Filet ca. 200g","NA","2263270000004","15.98","1 Stück ca. 200 g (1 kg = 79,90 €)","Grillsaison","False","https://img.rewe-static.de/8704133/36358175_digital-image.png"
"Weingut Fogt Weißwein Grauer Burgunder QbA trocken 0,75l","Weinfreunde","4260112717623","8.99","0,75l (1 l = 11,99 €)","Grillsaison","False","https://img.rewe-static.de/2510283/41306752_digital-image.png"
"Luftschlangen 3 Stück","NA","194099013710","1.49","3 Stück","Grillsaison","False","https://img.rewe-static.de/8400803/32008029_digital-image.png"
"Bauckhof Falafel Bio Glutenfrei 160g","Bauckhof","4015637822952","2.49","160g (1 kg = 15,56 €)","Grillsaison","False","https://img.rewe-static.de/0374316/10311930_digital-image.png"
"REWE Bio Hamburger Rindfleisch","REWE Bio","4388844253803","4.99","200g (1 kg = 24,95 €)","Grillsaison","True","https://img.rewe-static.de/2823005/25962329_digital-image.png"
"Blanchet Weißwein Chardonnay trocken 0,75l","Blanchet","4001731321903","3.99","0,75l (1 l = 5,32 €)","Grillsaison","False","https://img.rewe-static.de/1067632/12211880_digital-image.png"
"Vivess Holzgabel 20 Stück","Vivess","4388860734256","1.69","20 Stück","Grillsaison","False","https://img.rewe-static.de/8365656/30051091_digital-image.png"
"Teekanne frio Rhabarber-Kirsche 45g, 18 Beutel","Teekanne","4009300017530","2.89","45g (1 kg = 64,22 €)","Grillsaison","False","https://img.rewe-static.de/8023416/30977757_digital-image.png"
"Bautz'ner Senf scharf 200ml","Bautz'ner","4012860003219","0.55","200ml (1 l = 2,75 €)","Grillsaison","False","https://img.rewe-static.de/9141928/5339980_digital-image.png"
"Jack Daniel's mit Coca-Cola 0,33l","Jack Daniel's","5099873026076","2.99","0,33l (1 l = 9,06 €)","Grillsaison","False","https://img.rewe-static.de/8969607/40349794_digital-image.png"
"UNSER LAND Bio Kartoffel- Zwegerl 750g","Unser Land","4022621411122","2.99","750g (1 kg = 3,99 €)","Grillsaison","False","https://img.rewe-static.de/1141109/25731977_digital-image.png"
"Züger Bio Mozzarella Herzen 130g","NA","7640101099539","1.99","130g (1 kg = 15,31 €)","Grillsaison","False","https://img.rewe-static.de/3457019/37503689_digital-image.png"
"Bree Rosé Pinot Noir QbA feinherb 0,75l","Bree","4003301035968","3.49","0,75l (1 l = 4,65 €)","Grillsaison","True","https://img.rewe-static.de/0276900/3332200_digital-image.png"
"REWE Feine Welt London Dry Gin 0,7l","REWE Feine Welt","4388844040373","12.99","0,70l (1 l = 18,56 €)","Grillsaison","False","https://img.rewe-static.de/2810947/26862511_digital-image.png"
"Rücker Vega Lecker Bio Mozzalina mit Basilikum vegan 100g","Rücker","4008960229314","1.79","100g (1 kg = 17,90 €)","Grillsaison","False","https://img.rewe-static.de/7711804/38641042_digital-image.png"
"Milram Gurkenquark 185g","Milram","40466132","0.99","185g (1 kg = 5,35 €)","Grillsaison","True","https://img.rewe-static.de/8414364/31009406_digital-image.png"
"REWE Beste Wahl Grillgemüse 350g","REWE Beste Wahl","4337256800327","2.29","350g (1 kg = 6,54 €)","Grillsaison","False","https://img.rewe-static.de/7595304/43316720_digital-image.png"
"Three Sixty Vodka 0,7l","Three Sixty","4007675400001","13.99","0,70l (1 l = 19,99 €)","Grillsaison","False","https://img.rewe-static.de/0336235/14594200_digital-image.png"
"Mövenpick Joghurt-Honig-Mandel 800ml","Mövenpick","4007993035930","3.99","800ml (1 l = 4,99 €)","Grillsaison","False","https://img.rewe-static.de/9895570/47457873_digital-image.png"
"Feinkost Dittmann Oliven grün 160g","Feinkost Dittmann","4002239401302","2.99","160g (1 kg = 18,69 €)","Grillsaison","False","https://img.rewe-static.de/3692469/3536240_digital-image.png"
"REWE Bio Grillfackeln ca. 300g","REWE Bio","2795940000002","7.77","1 Stück ca. 300 g (1 kg = 25,90 €)","Grillsaison","False","https://img.rewe-static.de/1346550/21105349_digital-image.png"
"Like Chicken Burger vegan 180g","LikeMeat","4260380664506","3.29","180g (1 kg = 18,28 €)","Grillsaison","False","https://img.rewe-static.de/7682694/39281731_digital-image.png"
"Block House Burger Sauce 240 ml","Block House","4009286151280","3.49","240ml (1 l = 14,54 €)","Grillsaison","False","https://img.rewe-static.de/7219115/28664230_digital-image.png"
"Somersby Orange Spritz Semi-Sweet Cider 0,33l","Somersby","42431299","1.49","0,33l (1 l = 4,52 €)","Grillsaison","False","https://img.rewe-static.de/7702227/38461512_digital-image.png"
"Kühne Made for Meat Chipotle Burger Style 235ml","Kühne","40198668","2.19","235ml (1 l = 9,32 €)","Grillsaison","False","https://img.rewe-static.de/7098567/27707590_digital-image.png"
"Löwensenf Bio Mittelscharf 100ml","Löwensenf","4041131007885","1.49","100ml (1 l = 14,90 €)","Grillsaison","False","https://img.rewe-static.de/1494313/22593134_digital-image.png"
"Mälzer & Fu Pistachio White Choc 500ml","MÄLZER&FU","4260158881180","5.99","500ml (1 l = 11,98 €)","Grillsaison","False","https://img.rewe-static.de/9005101/41231123_digital-image.png"
"Mestemacher Indian Naan Brot Knoblauch & Koriander, 240 g","Mestemacher","4000446016890","2.29","240g (1 kg = 9,54 €)","Grillsaison","False","https://img.rewe-static.de/7239741/27714610_digital-image.png"
"Pustefix Seifenblasen Klein 42ml","NA","4001648692103","0.99","42ml","Grillsaison","False","https://img.rewe-static.de/0446379/27790920_digital-image.png"
"Magnum Classic Becher Eis 440ml","Magnum","8711327611931","5.49","440ml (1 l = 12,48 €)","Grillsaison","False","https://img.rewe-static.de/7610353/42748378_digital-image.png"
"Schwartau Karamelsauce 125ml","Schwartau","4011800049010","1.99","125ml (1 l = 15,92 €)","Grillsaison","False","https://img.rewe-static.de/0744999/22453062_digital-image.png"
"Erben Spätlese Weißwein lieblich 0,75l","Erben","4001432005034","3.49","0,75l (1 l = 4,65 €)","Grillsaison","True","https://img.rewe-static.de/0316326/2551270_digital-image.png"
"Beck's Green Lemon 6x0,33l","Beck's","4100130900266","4.99","6x0,33l (1 l = 2,52 €)","Grillsaison","False","https://img.rewe-static.de/0219819/3631160_digital-image.png"
"Mazzetti Cremaceto 250ml","Mazzetti","8002461910012","3.59","250ml (1 l = 14,36 €)","Grillsaison","False","https://img.rewe-static.de/0994664/7813210_digital-image.png"
"Teekanne frio Yuzu-Minze 45g","Teekanne","4009300021070","2.89","45g (1 kg = 64,22 €)","Grillsaison","False","https://img.rewe-static.de/9890943/49690953_digital-image.png"
"Block House Bio Burger 2x160g","Block House","4009286154403","9.49","2x160g (1 kg = 29,66 €)","Grillsaison","False","https://img.rewe-static.de/8720764/35120784_digital-image.png"
"San Pellegrino Naturali Aranciata Rossa 0,33l","San Pellegrino","8002270456794","1.19","0,33l (1 l = 3,61 €)","Grillsaison","False","https://img.rewe-static.de/8693705/34639245_digital-image.png"
"Teekanne frio Classic Eistee Zitrone 45g, 18 Beutel","Teekanne","4009300017592","2.89","45g (1 kg = 64,22 €)","Grillsaison","False","https://img.rewe-static.de/8395921/30977753_digital-image.png"
"REWE Bio Rückensteak Kräuter ca. 260g","REWE Bio","2796500000005","7.77","1 Stück ca. 260 g (1 kg = 29,90 €)","Grillsaison","False","https://img.rewe-static.de/1346542/39365097_digital-image.png"
"Thomy Vegan Burger Sauce 300ml","Thomy","7613287248497","2.49","300ml (1 l = 8,30 €)","Grillsaison","False","https://img.rewe-static.de/8923129/41427268_digital-image.png"
"Milram Frühlingsquark Wildkräuter 185g","Milram","40466538","0.99","185g (1 kg = 5,35 €)","Grillsaison","True","https://img.rewe-static.de/7605602/42252944_digital-image.png"
"Greco Original Grill- und Pfannenkäse Natur 150g","Greco","4005096008547","2.69","150g (1 kg = 17,93 €)","Grillsaison","False","https://img.rewe-static.de/9858777/49005508_digital-image.png"
"Luftballons mit Punkten 6 Stück","NA","9557869017836","1.79","6 Stück","Grillsaison","False","https://img.rewe-static.de/8315560/30539349_digital-image.png"
"Mälzer & Fu Chocolate Deluxe 500ml","MÄLZER&FU","4260158880886","5.99","500ml (1 l = 11,98 €)","Grillsaison","False","https://img.rewe-static.de/7635495/41231107_digital-image.png"
"Mövenpick Eis Mango 850ml","Mövenpick","7613036211802","3.99","850ml (1 l = 4,69 €)","Grillsaison","False","https://img.rewe-static.de/7202803/27447688_digital-image.png"
"Bic Stabfeuerzeug Megalighter 1 Stück","Bic","3086126788388","2.99","1 Stück","Grillsaison","False","https://img.rewe-static.de/0271517/25861428_digital-image.png"
"Campari Bitter 0,7l","Campari","8000040001106","15.99","0,70l (1 l = 22,84 €)","Grillsaison","False","https://img.rewe-static.de/0719374/24865262_digital-image.png"
"Winsenia Eisfix Schoko 225ml","Winsenia","4002309034751","2.49","225ml (1 l = 11,07 €)","Grillsaison","False","https://img.rewe-static.de/0150040/730860_digital-image.png"
"Vivess Motivpappbecher 0,2l 10 Stück","Vivess","4388860398564","1.79","10 Stück","Grillsaison","False","https://img.rewe-static.de/8335852/34077079_digital-image.png"
"Granbeau Rosé Grande Cuvée trocken 0,75l","Weinfreunde","3700619359595","6.99","0,75l (1 l = 9,32 €)","Grillsaison","False","https://img.rewe-static.de/8148947/41306795_digital-image.png"
"Like Sate Indonesian Style vegan 180g","NA","4260380666272","3.29","180g (1 kg = 18,28 €)","Grillsaison","False","https://img.rewe-static.de/9893738/47688700_digital-image.png"
"Ostmann Steak & Grill Gewürzsalz 60g","Ostmann","4002674045550","2.29","60g (1 kg = 38,17 €)","Grillsaison","False","https://img.rewe-static.de/7074929/31504878_digital-image.png"
"REWE Bio Hähnchen Minutenschnitzel mariniert","REWE Bio","2128120000002","5.38","1 Stück ca. 180 g (1 kg = 29,90 €)","Grillsaison","False","https://img.rewe-static.de/1267979/21731629_digital-image.png"
"Knorr Salatkrönung Balsamico-Kräuter 5x11g, 55g","Knorr","8714100823613","1.49","5x90ml (1 l = 3,31 €)","Grillsaison","False","https://img.rewe-static.de/7177152/27570913_digital-image.png"
"Bellini No. 1323 Pfirsich 0,75l","Bellini","4260692630213","3.99","0,75l (1 l = 5,32 €)","Grillsaison","False","https://img.rewe-static.de/2022213/22302837_digital-image.png"
"Followfood Bio Kräuter Baguette vegan 175g","Followfood","4250073460027","1.99","175g (1 kg = 11,37 €)","Grillsaison","False","https://img.rewe-static.de/8968087/40416281_digital-image.png"
"Jim Beam Kentucky Straight Bourbon Whiskey 0,7l","Jim Beam","80686000389","10.99","0,70l (1 l = 15,70 €)","Grillsaison","True","https://img.rewe-static.de/0199257/883030_digital-image.png"
"REWE Bio Nackensteak Kräuter ca. 380g","REWE Bio","2795650000002","8.7","1 Stück ca. 380 g (1 kg = 22,90 €)","Grillsaison","False","https://img.rewe-static.de/1346535/21165948_digital-image.png"
"Panificio Ringbrot Walnuss 500g","Panificio Italiano","4033962008032","2.59","500g (1 kg = 5,18 €)","Grillsaison","False","https://img.rewe-static.de/8763840/35899930_digital-image.png"
"Feinkost Dittmann Spanische Artischockenherzen 240g","Feinkost Dittmann","4002239681001","3.79","240g (1 kg = 15,79 €)","Grillsaison","False","https://img.rewe-static.de/7897111/22448087_digital-image.png"
"Ponnath Nürnberger Stadtwurst 350g","Ponnath","4000930511344","3.89","350g (1 kg = 11,11 €)","Grillsaison","False","https://img.rewe-static.de/0607942/4789960_digital-image.png"
"Kühlmann Oma's Kartoffelsalat 600g","NA","4051009003116","3.49","600g (1 kg = 5,82 €)","Grillsaison","False","https://img.rewe-static.de/2146112/51584874_digital-image.png"
"Doppio Passo Grillo Weißwein DOC 0,75l","NA","4002859121710","7.99","0,75l (1 l = 10,65 €)","Grillsaison","False","https://img.rewe-static.de/8324950/29952434_digital-image.png"
"Mr. Lowcarb Caesar Dressing 240ml","NA","4104720021904","2.49","240ml (1 l = 10,38 €)","Grillsaison","False","https://img.rewe-static.de/8405110/30952086_digital-image.png"
